Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,BookingDateTime,Booking_Hour,Day_Name,Day_Type,Month_Name,Data_Validity_Flag,Driver_Rating_Clean,Customer_Rating_Clean,Distance_Validity,Revenue_Validity,Peak_Flag
6/19/2024,4:19:41 PM,"""CNR6851549""",Incomplete,"""CID9560489""",Go Sedan,Satguru Ram Singh Marg,Punjabi Bagh,8.9,15.6,null,null,null,null,1,Customer Demand,282,11.81,null,null,UPI,6/19/2024 4:19:00 PM,16,Wednesday,Weekday,June,Valid,0,0,Valid,Valid,Non-Peak
6/20/2024,6:58:36 PM,"""CNR3318044""",No Driver Found,"""CID4051792""",Go Mini,Adarsh Nagar,Gwal Pahari,null,null,null,null,null,null,null,null,0,0,null,null,null,6/20/2024 6:58:00 PM,18,Thursday,Weekday,June,Invalid,0,0,Invalid,Valid,Peak
7/10/2024,2:23:12 AM,"""CNR3126177""",Completed,"""CID1851430""",Premier Sedan,Munirka,Saidulajab,10.9,43.6,null,null,null,null,null,null,696,30.9,4.7,3.7,UPI,7/10/2024 2:23:00 AM,2,Wednesday,Weekday,July,Invalid,4.7,3.7,Invalid,Valid,Non-Peak
2/6/2024,9:27:00 PM,"""CNR6453539""",Incomplete,"""CID6999817""",eBike,New Colony,Jasola,5.7,18,null,null,null,null,1,Vehicle Breakdown,936,14.91,null,null,Uber Wallet,2/6/2024 9:27:00 PM,21,Tuesday,Weekday,February,Valid,0,0,Valid,Valid,Peak
9/30/2024,12:34:51 PM,"""CNR7449144""",Completed,"""CID8609350""",Auto,IGNOU Road,Tis Hazari,8.6,32.7,null,null,null,null,null,null,2169,44.25,4.4,4.3,Uber Wallet,9/30/2024 12:34:00 PM,12,Monday,Weekday,September,Invalid,4.4,4.3,Invalid,Valid,Non-Peak
9/20/2024,1:09:16 PM,"""CNR1970319""",Completed,"""CID6085619""",eBike,Meerut,Udyog Bhawan,9.5,24.6,null,null,null,null,null,null,136,45.46,3.2,3.8,Uber Wallet,9/20/2024 1:09:00 PM,13,Friday,Weekday,September,Invalid,3.2,3.8,Invalid,Valid,Non-Peak
4/30/2024,8:25:28 PM,"""CNR4415815""",Completed,"""CID8351180""",Go Mini,Punjabi Bagh,Saket A Block,4.6,38.9,null,null,null,null,null,null,214,2.91,4.1,4.7,UPI,4/30/2024 8:25:00 PM,20,Tuesday,Weekday,April,Invalid,4.1,4.7,Invalid,Valid,Peak
6/4/2024,8:38:07 PM,"""CNR3899082""",Completed,"""CID5467225""",Go Mini,Akshardham,Mayur Vihar,10.3,16.4,null,null,null,null,null,null,835,37.57,4.2,4.8,UPI,6/4/2024 8:38:00 PM,20,Tuesday,Weekday,June,Invalid,4.2,4.8,Invalid,Valid,Peak
10/30/2024,4:29:36 PM,"""CNR3274519""",Cancelled by Driver,"""CID3829804""",eBike,Chhatarpur,Gurgaon Sector 29,6,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,10/30/2024 4:29:00 PM,16,Wednesday,Weekday,October,Valid,0,0,Valid,Valid,Non-Peak
8/11/2024,6:21:32 PM,"""CNR3263958""",Completed,"""CID3231090""",Go Sedan,IMT Manesar,Ashram,2.6,36.2,null,null,null,null,null,null,705,40.18,3.9,4.8,UPI,8/11/2024 6:21:00 PM,18,Sunday,Weekend,August,Invalid,3.9,4.8,Invalid,Valid,Peak
5/21/2024,5:39:58 PM,"""CNR5822542""",No Driver Found,"""CID1628370""",Uber XL,Madipur,DLF City Court,null,null,null,null,null,null,null,null,0,0,null,null,null,5/21/2024 5:39:00 PM,17,Tuesday,Weekday,May,Invalid,0,0,Invalid,Valid,Peak
10/8/2024,8:52:57 AM,"""CNR9652983""",Completed,"""CID4773175""",Go Sedan,Azadpur,Khan Market,2.1,35.5,null,null,null,null,null,null,480,20.22,4.3,4.8,Debit Card,10/8/2024 8:52:00 AM,8,Tuesday,Weekday,October,Invalid,4.3,4.8,Invalid,Valid,Peak
3/26/2024,6:59:52 PM,"""CNR2598306""",Cancelled by Customer,"""CID5704025""",Premier Sedan,Chhatarpur,Badshahpur,14.4,null,1,AC is not working,null,null,null,null,0,0,null,null,null,3/26/2024 6:59:00 PM,18,Tuesday,Weekday,March,Valid,0,0,Valid,Valid,Peak
6/24/2024,6:04:39 PM,"""CNR3274827""",Completed,"""CID3134967""",Go Mini,Cyber Hub,Old Gurgaon,7.5,41.7,null,null,null,null,null,null,707,44.76,4.8,4.4,UPI,6/24/2024 6:04:00 PM,18,Monday,Weekday,June,Invalid,4.8,4.4,Invalid,Valid,Peak
3/28/2024,7:20:01 PM,"""CNR9139265""",Cancelled by Driver,"""CID4003339""",Bike,Jhilmil,DLF Phase 3,9.9,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,3/28/2024 7:20:00 PM,19,Thursday,Weekday,March,Valid,0,0,Valid,Valid,Peak
9/27/2024,8:16:53 PM,"""CNR8036415""",Completed,"""CID9244184""",eBike,Sikanderpur,Greater Noida,10,38,null,null,null,null,null,null,865,43.34,3.2,3.8,Cash,9/27/2024 8:16:00 PM,20,Friday,Weekday,September,Invalid,3.2,3.8,Invalid,Valid,Peak
4/26/2024,3:45:51 PM,"""CNR8433849""",Completed,"""CID7659765""",Bike,Mayur Vihar,IGNOU Road,10.8,40,null,null,null,null,null,null,768,5.97,4.3,4.8,Cash,4/26/2024 3:45:00 PM,15,Friday,Weekday,April,Invalid,4.3,4.8,Invalid,Valid,Non-Peak
5/19/2024,6:47:16 PM,"""CNR2948784""",Completed,"""CID7747807""",Bike,Rohini West,Yamuna Bank,7,37,null,null,null,null,null,null,626,27.96,3.9,4.3,Uber Wallet,5/19/2024 6:47:00 PM,18,Sunday,Weekend,May,Invalid,3.9,4.3,Invalid,Valid,Peak
6/5/2024,11:16:12 AM,"""CNR1996806""",Completed,"""CID2293483""",Go Mini,Mandi House,Bahadurgarh,9.2,40.4,null,null,null,null,null,null,443,21.19,4.2,5,UPI,6/5/2024 11:16:00 AM,11,Wednesday,Weekday,June,Invalid,4.2,5,Invalid,Valid,Peak
1/7/2024,4:21:31 PM,"""CNR6241612""",Cancelled by Customer,"""CID5715130""",Auto,Azadpur,Hauz Rani,7.9,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,1/7/2024 4:21:00 PM,16,Sunday,Weekend,January,Valid,0,0,Valid,Valid,Non-Peak
4/19/2024,2:14:27 PM,"""CNR5222120""",Completed,"""CID2370613""",Go Sedan,Aya Nagar,Chandni Chowk,9.9,28.7,null,null,null,null,null,null,226,47.63,3.6,4.1,UPI,4/19/2024 2:14:00 PM,14,Friday,Weekday,April,Invalid,3.6,4.1,Invalid,Valid,Non-Peak
3/31/2024,4:34:57 PM,"""CNR6596872""",Completed,"""CID2589193""",Auto,Shastri Nagar,Saket A Block,12.8,30.6,null,null,null,null,null,null,449,24.4,3.3,4.1,UPI,3/31/2024 4:34:00 PM,16,Sunday,Weekend,March,Invalid,3.3,4.1,Invalid,Valid,Non-Peak
3/26/2024,7:13:05 PM,"""CNR7149058""",Completed,"""CID7341591""",Go Mini,Vinobapuri,Shastri Park,5.9,21.1,null,null,null,null,null,null,778,7.49,4.3,4.9,UPI,3/26/2024 7:13:00 PM,19,Tuesday,Weekday,March,Invalid,4.3,4.9,Invalid,Valid,Peak
6/10/2024,3:24:51 PM,"""CNR5726463""",Completed,"""CID3407189""",Bike,Rohini West,Yamuna Bank,14.7,18.8,null,null,null,null,null,null,361,24.44,4.3,4.8,UPI,6/10/2024 3:24:00 PM,15,Monday,Weekday,June,Invalid,4.3,4.8,Invalid,Valid,Non-Peak
8/16/2024,5:05:19 PM,"""CNR3975551""",Completed,"""CID2944423""",Auto,Kashmere Gate ISBT,New Colony,3.5,30.4,null,null,null,null,null,null,235,9.2,4.3,3.9,UPI,8/16/2024 5:05:00 PM,17,Friday,Weekday,August,Invalid,4.3,3.9,Invalid,Valid,Peak
2/4/2024,3:32:16 PM,"""CNR8637930""",Completed,"""CID8137475""",Go Sedan,Rohini,Botanical Garden,8.6,15.9,null,null,null,null,null,null,186,28.09,4.2,4.4,Cash,2/4/2024 3:32:00 PM,15,Sunday,Weekend,February,Invalid,4.2,4.4,Invalid,Valid,Non-Peak
6/24/2024,6:46:34 PM,"""CNR9935095""",Incomplete,"""CID7359331""",Uber XL,Kherki Daula Toll,Nawada,3.2,21.9,null,null,null,null,1,Other Issue,544,3.37,null,null,Cash,6/24/2024 6:46:00 PM,18,Monday,Weekday,June,Valid,0,0,Valid,Valid,Peak
3/23/2024,11:31:18 AM,"""CNR8893726""",No Driver Found,"""CID8335294""",Bike,IFFCO Chowk,Dilshad Garden,null,null,null,null,null,null,null,null,0,0,null,null,null,3/23/2024 11:31:00 AM,11,Saturday,Weekend,March,Invalid,0,0,Invalid,Valid,Peak
7/21/2024,10:45:00 AM,"""CNR3975051""",Cancelled by Customer,"""CID5797043""",Go Mini,Hauz Rani,Kaushambi,13.1,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,7/21/2024 10:45:00 AM,10,Sunday,Weekend,July,Valid,0,0,Valid,Valid,Peak
9/22/2024,6:39:39 AM,"""CNR1984811""",Cancelled by Customer,"""CID6701334""",Auto,Dilshad Garden,Qutub Minar,8.1,null,1,Change of plans,null,null,null,null,0,0,null,null,null,9/22/2024 6:39:00 AM,6,Sunday,Weekend,September,Valid,0,0,Valid,Valid,Non-Peak
5/26/2024,10:36:05 PM,"""CNR7036055""",Completed,"""CID7359512""",Bike,Faridabad Sector 15,Vinobapuri,7.7,25,null,null,null,null,null,null,86,40.1,3.6,4.4,Cash,5/26/2024 10:36:00 PM,22,Sunday,Weekend,May,Invalid,3.6,4.4,Invalid,Valid,Non-Peak
3/30/2024,1:55:19 PM,"""CNR3449107""",Cancelled by Driver,"""CID8684841""",Auto,Sarai Kale Khan,Central Secretariat,8.1,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,3/30/2024 1:55:00 PM,13,Saturday,Weekend,March,Valid,0,0,Valid,Valid,Non-Peak
9/19/2024,8:47:23 AM,"""CNR6919653""",No Driver Found,"""CID5736754""",Go Mini,Vishwavidyalaya,MG Road,null,null,null,null,null,null,null,null,0,0,null,null,null,9/19/2024 8:47:00 AM,8,Thursday,Weekday,September,Invalid,0,0,Invalid,Valid,Peak
12/26/2024,4:16:56 PM,"""CNR8504461""",Completed,"""CID3984123""",Premier Sedan,Malviya Nagar,Chanakyapuri,8.3,43.7,null,null,null,null,null,null,234,42.5,3.7,4.9,Cash,12/26/2024 4:16:00 PM,16,Thursday,Weekday,December,Invalid,3.7,4.9,Invalid,Valid,Non-Peak
6/28/2024,10:22:29 AM,"""CNR3712671""",Cancelled by Driver,"""CID5160108""",eBike,Mayur Vihar,Vidhan Sabha,11.9,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,6/28/2024 10:22:00 AM,10,Friday,Weekday,June,Valid,0,0,Valid,Valid,Peak
11/30/2024,6:36:50 PM,"""CNR8819329""",Completed,"""CID6695773""",Go Sedan,Vaishali,Tilak Nagar,6,44.4,null,null,null,null,null,null,758,41.42,4.9,3.6,Cash,11/30/2024 6:36:00 PM,18,Saturday,Weekend,November,Invalid,4.9,3.6,Invalid,Valid,Peak
11/4/2024,1:46:26 PM,"""CNR3734278""",Incomplete,"""CID6462328""",Auto,Kashmere Gate ISBT,Laxmi Nagar,7.9,16.7,null,null,null,null,1,Other Issue,629,17.52,null,null,UPI,11/4/2024 1:46:00 PM,13,Monday,Weekday,November,Valid,0,0,Valid,Valid,Non-Peak
4/16/2024,7:41:40 PM,"""CNR2472864""",Completed,"""CID7156852""",Auto,Maidan Garhi,Panchsheel Park,12.5,26.3,null,null,null,null,null,null,273,31.69,4.4,4.8,UPI,4/16/2024 7:41:00 PM,19,Tuesday,Weekday,April,Invalid,4.4,4.8,Invalid,Valid,Peak
9/12/2024,5:52:14 AM,"""CNR3239651""",Completed,"""CID9573465""",Auto,Yamuna Bank,Nirman Vihar,11.1,19.6,null,null,null,null,null,null,117,33.74,4.5,3.7,Debit Card,9/12/2024 5:52:00 AM,5,Thursday,Weekday,September,Invalid,4.5,3.7,Invalid,Valid,Non-Peak
6/7/2024,6:08:10 PM,"""CNR2646387""",Completed,"""CID8652330""",Go Sedan,Khan Market,Central Secretariat,13.3,15.8,null,null,null,null,null,null,955,36.82,3.7,3.7,UPI,6/7/2024 6:08:00 PM,18,Friday,Weekday,June,Invalid,3.7,3.7,Invalid,Valid,Peak
6/1/2024,3:55:36 PM,"""CNR4724814""",Completed,"""CID1251463""",Go Sedan,Pragati Maidan,Jama Masjid,9.7,31.5,null,null,null,null,null,null,139,38.75,4.4,4.3,UPI,6/1/2024 3:55:00 PM,15,Saturday,Weekend,June,Invalid,4.4,4.3,Invalid,Valid,Non-Peak
5/5/2024,2:17:24 PM,"""CNR2200152""",Completed,"""CID6635464""",Go Mini,Mansarovar Park,Rohini,13.3,30.7,null,null,null,null,null,null,255,17.07,4.3,4.4,Cash,5/5/2024 2:17:00 PM,14,Sunday,Weekend,May,Invalid,4.3,4.4,Invalid,Valid,Non-Peak
1/15/2024,5:05:26 PM,"""CNR5060137""",Completed,"""CID2961093""",Auto,Rithala,Aya Nagar,9.5,18,null,null,null,null,null,null,1212,19.18,4.3,4.3,UPI,1/15/2024 5:05:00 PM,17,Monday,Weekday,January,Invalid,4.3,4.3,Invalid,Valid,Peak
7/8/2024,5:50:10 PM,"""CNR9291876""",Completed,"""CID9026677""",Go Sedan,Shastri Park,Indraprastha,10,23.6,null,null,null,null,null,null,81,23.93,4.7,3.9,Debit Card,7/8/2024 5:50:00 PM,17,Monday,Weekday,July,Invalid,4.7,3.9,Invalid,Valid,Peak
8/14/2024,5:41:00 PM,"""CNR4212658""",Completed,"""CID5774800""",Auto,Cyber Hub,Udyog Bhawan,3.6,24.2,null,null,null,null,null,null,940,29.09,4.2,4.6,UPI,8/14/2024 5:41:00 PM,17,Wednesday,Weekday,August,Invalid,4.2,4.6,Invalid,Valid,Peak
7/31/2024,5:07:36 PM,"""CNR7677229""",Cancelled by Driver,"""CID8986725""",Auto,Jhilmil,Vidhan Sabha,8.5,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,7/31/2024 5:07:00 PM,17,Wednesday,Weekday,July,Valid,0,0,Valid,Valid,Peak
5/8/2024,4:37:21 PM,"""CNR4415643""",Completed,"""CID4718297""",eBike,Saidulajab,Hauz Khas,10,17.9,null,null,null,null,null,null,98,27.55,4.2,4.1,Cash,5/8/2024 4:37:00 PM,16,Wednesday,Weekday,May,Invalid,4.2,4.1,Invalid,Valid,Non-Peak
7/29/2024,12:28:32 PM,"""CNR4092218""",Completed,"""CID5726360""",Premier Sedan,Tughlakabad,Meerut,5.9,15.5,null,null,null,null,null,null,724,14,4.1,4.2,Cash,7/29/2024 12:28:00 PM,12,Monday,Weekday,July,Invalid,4.1,4.2,Invalid,Valid,Non-Peak
8/9/2024,4:41:35 PM,"""CNR8034979""",Completed,"""CID1915443""",eBike,Kashmere Gate,Karkarduma,8,25.3,null,null,null,null,null,null,749,47.3,4.4,4.3,UPI,8/9/2024 4:41:00 PM,16,Friday,Weekday,August,Invalid,4.4,4.3,Invalid,Valid,Non-Peak
8/15/2024,10:15:54 PM,"""CNR7228014""",No Driver Found,"""CID3515824""",eBike,Madipur,Saket,null,null,null,null,null,null,null,null,0,0,null,null,null,8/15/2024 10:15:00 PM,22,Thursday,Weekday,August,Invalid,0,0,Invalid,Valid,Non-Peak
10/2/2024,9:10:13 AM,"""CNR1435581""",Completed,"""CID1856576""",Auto,Shastri Park,Barakhamba Road,11.5,37.4,null,null,null,null,null,null,244,14.59,4.1,4.8,UPI,10/2/2024 9:10:00 AM,9,Wednesday,Weekday,October,Invalid,4.1,4.8,Invalid,Valid,Peak
5/12/2024,1:09:07 AM,"""CNR5373942""",No Driver Found,"""CID7792143""",Auto,Nawada,Jahangirpuri,null,null,null,null,null,null,null,null,0,0,null,null,null,5/12/2024 1:09:00 AM,1,Sunday,Weekend,May,Invalid,0,0,Invalid,Valid,Non-Peak
2/20/2024,6:51:34 PM,"""CNR3434703""",Incomplete,"""CID3333217""",Auto,Shahdara,Bhiwadi,2.6,22.8,null,null,null,null,1,Vehicle Breakdown,351,8.68,null,null,UPI,2/20/2024 6:51:00 PM,18,Tuesday,Weekday,February,Valid,0,0,Valid,Valid,Peak
5/26/2024,8:45:58 PM,"""CNR6987620""",Completed,"""CID3121337""",Auto,Tilak Nagar,Azadpur,5.4,28.9,null,null,null,null,null,null,585,34.14,4.6,4.1,Debit Card,5/26/2024 8:45:00 PM,20,Sunday,Weekend,May,Invalid,4.6,4.1,Invalid,Valid,Peak
12/24/2024,10:30:20 AM,"""CNR4132145""",Completed,"""CID5140786""",Auto,DLF Phase 3,Udyog Vihar Phase 4,6.4,44.7,null,null,null,null,null,null,554,31.79,4.3,4.6,Cash,12/24/2024 10:30:00 AM,10,Tuesday,Weekday,December,Invalid,4.3,4.6,Invalid,Valid,Peak
6/7/2024,5:11:59 PM,"""CNR8207805""",Completed,"""CID6685791""",Bike,Laxmi Nagar,Sohna Road,10.8,28.5,null,null,null,null,null,null,803,25.01,4.1,4.5,Credit Card,6/7/2024 5:11:00 PM,17,Friday,Weekday,June,Invalid,4.1,4.5,Invalid,Valid,Peak
4/28/2024,7:59:01 PM,"""CNR1438443""",Completed,"""CID5468663""",Go Mini,Huda City Centre,Akshardham,9.4,24.8,null,null,null,null,null,null,388,17.56,4.2,4.7,UPI,4/28/2024 7:59:00 PM,19,Sunday,Weekend,April,Invalid,4.2,4.7,Invalid,Valid,Peak
1/26/2024,6:13:59 PM,"""CNR6129081""",Cancelled by Customer,"""CID2998238""",Bike,Shastri Nagar,Shivaji Park,7,null,1,Wrong Address,null,null,null,null,0,0,null,null,null,1/26/2024 6:13:00 PM,18,Friday,Weekday,January,Valid,0,0,Valid,Valid,Peak
1/18/2024,11:04:30 PM,"""CNR1361929""",Completed,"""CID9052724""",Go Mini,Uttam Nagar,Greater Kailash,11.2,38.5,null,null,null,null,null,null,192,48.96,3.1,4.6,UPI,1/18/2024 11:04:00 PM,23,Thursday,Weekday,January,Invalid,3.1,4.6,Invalid,Valid,Non-Peak
4/15/2024,7:03:28 PM,"""CNR2687237""",Completed,"""CID4887972""",Go Mini,Mehrauli,Nawada,9,39.1,null,null,null,null,null,null,79,32.91,4.4,3.8,Uber Wallet,4/15/2024 7:03:00 PM,19,Monday,Weekday,April,Invalid,4.4,3.8,Invalid,Valid,Peak
12/19/2024,8:42:59 PM,"""CNR7486337""",No Driver Found,"""CID8581638""",Go Mini,Mansarovar Park,Manesar,null,null,null,null,null,null,null,null,0,0,null,null,null,12/19/2024 8:42:00 PM,20,Thursday,Weekday,December,Invalid,0,0,Invalid,Valid,Peak
1/22/2024,6:23:40 PM,"""CNR4269906""",Completed,"""CID9683944""",Bike,Lajpat Nagar,Okhla,2.4,26.6,null,null,null,null,null,null,242,45.7,4,4.9,UPI,1/22/2024 6:23:00 PM,18,Monday,Weekday,January,Invalid,4,4.9,Invalid,Valid,Peak
8/8/2024,9:13:51 PM,"""CNR1224347""",Cancelled by Customer,"""CID5493342""",Go Sedan,Patel Chowk,Nirman Vihar,13.4,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,8/8/2024 9:13:00 PM,21,Thursday,Weekday,August,Valid,0,0,Valid,Valid,Peak
5/21/2024,8:31:57 PM,"""CNR1401386""",Completed,"""CID2154950""",Go Mini,Botanical Garden,Azadpur,5.4,32.6,null,null,null,null,null,null,323,38.32,4.4,3.7,Uber Wallet,5/21/2024 8:31:00 PM,20,Tuesday,Weekday,May,Invalid,4.4,3.7,Invalid,Valid,Peak
8/17/2024,12:35:03 PM,"""CNR2013487""",Cancelled by Driver,"""CID4175153""",Auto,Bahadurgarh,Pragati Maidan,7.7,null,null,null,1,Customer related issue,null,null,0,0,null,null,null,8/17/2024 12:35:00 PM,12,Saturday,Weekend,August,Valid,0,0,Valid,Valid,Non-Peak
6/2/2024,9:27:23 PM,"""CNR7409512""",Completed,"""CID5474366""",Auto,Karol Bagh,Palam Vihar,5.4,24.4,null,null,null,null,null,null,799,9.1,4.2,4.6,UPI,6/2/2024 9:27:00 PM,21,Sunday,Weekend,June,Invalid,4.2,4.6,Invalid,Valid,Peak
3/11/2024,10:20:11 PM,"""CNR7658099""",Cancelled by Customer,"""CID8951576""",eBike,Azadpur,Raj Nagar Extension,19.1,null,1,Change of plans,null,null,null,null,0,0,null,null,null,3/11/2024 10:20:00 PM,22,Monday,Weekday,March,Valid,0,0,Valid,Valid,Non-Peak
11/20/2024,4:42:58 PM,"""CNR1980045""",Completed,"""CID9418411""",Premier Sedan,Ramesh Nagar,Greater Kailash,2.9,39.3,null,null,null,null,null,null,134,49.26,4.1,4.9,UPI,11/20/2024 4:42:00 PM,16,Wednesday,Weekday,November,Invalid,4.1,4.9,Invalid,Valid,Non-Peak
10/23/2024,10:50:53 AM,"""CNR8584951""",Cancelled by Driver,"""CID2820460""",Go Mini,Malviya Nagar,Lajpat Nagar,3.9,null,null,null,1,More than permitted people in there,null,null,0,0,null,null,null,10/23/2024 10:50:00 AM,10,Wednesday,Weekday,October,Valid,0,0,Valid,Valid,Peak
8/10/2024,6:36:43 PM,"""CNR2607733""",Cancelled by Customer,"""CID5637874""",Bike,Dwarka Sector 21,Malviya Nagar,18.5,null,1,Change of plans,null,null,null,null,0,0,null,null,null,8/10/2024 6:36:00 PM,18,Saturday,Weekend,August,Valid,0,0,Valid,Valid,Peak
5/6/2024,7:24:18 PM,"""CNR6693847""",Cancelled by Customer,"""CID6386344""",Bike,Noida Film City,Keshav Puram,16.1,null,1,Driver asked to cancel,null,null,null,null,0,0,null,null,null,5/6/2024 7:24:00 PM,19,Monday,Weekday,May,Valid,0,0,Valid,Valid,Peak
11/13/2024,6:51:43 AM,"""CNR9749627""",Completed,"""CID3065827""",Go Sedan,Nirman Vihar,Satguru Ram Singh Marg,13.7,40.7,null,null,null,null,null,null,113,8.21,4.3,5,UPI,11/13/2024 6:51:00 AM,6,Wednesday,Weekday,November,Invalid,4.3,5,Invalid,Valid,Non-Peak
9/16/2024,4:07:51 PM,"""CNR1706908""",Incomplete,"""CID1807270""",Go Mini,Pragati Maidan,Faridabad Sector 15,2.3,19.6,null,null,null,null,1,Vehicle Breakdown,84,16.09,null,null,Uber Wallet,9/16/2024 4:07:00 PM,16,Monday,Weekday,September,Valid,0,0,Valid,Valid,Non-Peak
5/16/2024,12:35:33 PM,"""CNR6236514""",Completed,"""CID3761463""",Auto,Tughlakabad,Ramesh Nagar,12.1,32.5,null,null,null,null,null,null,81,11.94,4,4.5,UPI,5/16/2024 12:35:00 PM,12,Thursday,Weekday,May,Invalid,4,4.5,Invalid,Valid,Non-Peak
2/15/2024,7:11:02 PM,"""CNR9048385""",Completed,"""CID5242973""",Go Sedan,India Gate,Kashmere Gate,4.5,43.1,null,null,null,null,null,null,992,8.23,5,4.6,UPI,2/15/2024 7:11:00 PM,19,Thursday,Weekday,February,Invalid,5,4.6,Invalid,Valid,Peak
8/1/2024,6:16:08 AM,"""CNR1903168""",Completed,"""CID1051794""",Premier Sedan,Maidan Garhi,Samaypur Badli,3.6,26.5,null,null,null,null,null,null,513,49.5,4.3,4.9,UPI,8/1/2024 6:16:00 AM,6,Thursday,Weekday,August,Invalid,4.3,4.9,Invalid,Valid,Non-Peak
5/2/2024,7:16:35 PM,"""CNR2922907""",Completed,"""CID4507250""",Premier Sedan,Barakhamba Road,Noida Film City,5.8,38.9,null,null,null,null,null,null,635,37.37,4.3,4.6,UPI,5/2/2024 7:16:00 PM,19,Thursday,Weekday,May,Invalid,4.3,4.6,Invalid,Valid,Peak
8/27/2024,6:04:30 AM,"""CNR7621341""",Completed,"""CID1429306""",Uber XL,Kashmere Gate,Jor Bagh,6.9,17,null,null,null,null,null,null,242,35.38,4.4,4.9,UPI,8/27/2024 6:04:00 AM,6,Tuesday,Weekday,August,Invalid,4.4,4.9,Invalid,Valid,Non-Peak
10/20/2024,12:47:05 PM,"""CNR5803828""",Completed,"""CID1039074""",Bike,Barakhamba Road,DLF City Court,12.5,20.6,null,null,null,null,null,null,1114,34.81,4.1,4.2,Uber Wallet,10/20/2024 12:47:00 PM,12,Sunday,Weekend,October,Invalid,4.1,4.2,Invalid,Valid,Non-Peak
6/25/2024,11:08:22 PM,"""CNR4868713""",Completed,"""CID2089650""",Bike,Gurgaon Sector 56,Cyber Hub,9,37.7,null,null,null,null,null,null,372,20.92,3.8,4.6,UPI,6/25/2024 11:08:00 PM,23,Tuesday,Weekday,June,Invalid,3.8,4.6,Invalid,Valid,Non-Peak
2/13/2024,6:11:32 AM,"""CNR2575334""",Cancelled by Driver,"""CID7330180""",Bike,Ghitorni Village,Faridabad Sector 15,6.2,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,2/13/2024 6:11:00 AM,6,Tuesday,Weekday,February,Valid,0,0,Valid,Valid,Non-Peak
7/10/2024,4:51:38 PM,"""CNR3841045""",Completed,"""CID1210899""",Go Mini,Ashram,Yamuna Bank,3.5,40.2,null,null,null,null,null,null,387,23.39,4.3,4.7,Uber Wallet,7/10/2024 4:51:00 PM,16,Wednesday,Weekday,July,Invalid,4.3,4.7,Invalid,Valid,Non-Peak
6/10/2024,7:38:34 AM,"""CNR5265040""",Completed,"""CID3076700""",Go Sedan,Gurgaon Sector 29,Mansarovar Park,7.1,31.6,null,null,null,null,null,null,767,30.82,4.6,4.9,UPI,6/10/2024 7:38:00 AM,7,Monday,Weekday,June,Invalid,4.6,4.9,Invalid,Valid,Non-Peak
7/11/2024,2:42:27 PM,"""CNR8112878""",Completed,"""CID4809063""",Auto,Shahdara,Paharganj,7.1,24.4,null,null,null,null,null,null,447,21.31,4.5,4.1,UPI,7/11/2024 2:42:00 PM,14,Thursday,Weekday,July,Invalid,4.5,4.1,Invalid,Valid,Non-Peak
6/20/2024,7:14:32 AM,"""CNR4617937""",Completed,"""CID7348314""",Premier Sedan,Sultanpur,Delhi Gate,6.7,33.5,null,null,null,null,null,null,500,20.41,4.3,4.7,Credit Card,6/20/2024 7:14:00 AM,7,Thursday,Weekday,June,Invalid,4.3,4.7,Invalid,Valid,Non-Peak
11/18/2024,4:38:12 PM,"""CNR7311169""",Cancelled by Driver,"""CID2529885""",eBike,Noida Film City,Vasant Kunj,7.2,null,null,null,1,Personal & Car related issues,null,null,0,0,null,null,null,11/18/2024 4:38:00 PM,16,Monday,Weekday,November,Valid,0,0,Valid,Valid,Non-Peak
3/5/2024,12:21:00 PM,"""CNR7340396""",Completed,"""CID7334750""",Go Mini,Gurgaon Sector 29,Dilshad Garden,3.7,38.9,null,null,null,null,null,null,446,25.94,4.9,4.3,Debit Card,3/5/2024 12:21:00 PM,12,Tuesday,Weekday,March,Invalid,4.9,4.3,Invalid,Valid,Non-Peak
1/12/2024,9:19:16 AM,"""CNR4259279""",Cancelled by Driver,"""CID7993999""",eBike,Jor Bagh,Golf Course Road,11.6,null,null,null,1,The customer was coughing/sick,null,null,0,0,null,null,null,1/12/2024 9:19:00 AM,9,Friday,Weekday,January,Valid,0,0,Valid,Valid,Peak
5/17/2024,1:08:21 AM,"""CNR7554746""",Completed,"""CID3234126""",eBike,Huda City Centre,Aya Nagar,2.6,32.9,null,null,null,null,null,null,125,39.16,4.1,4.9,UPI,5/17/2024 1:08:00 AM,1,Friday,Weekday,May,Invalid,4.1,4.9,Invalid,Valid,Non-Peak
